STOCK,HOLDER NAME, SHARES 
NIKL PM Equity,"GLOBALINKS SECURITIES & STOCKS, INC."," 15,556,628.00 "
NIKL PM Equity,"JSG SECURITIES, INC."," 1,005,930.00 "
NIKL PM Equity,"GOLDSTAR SECURITIES, INC."," 1,167,048.00 "
NIKL PM Equity,"GUILD SECURITIES, INC."," 2,653,258.00 "
NIKL PM Equity,"HDI SECURITIES, INC."," 21,033,418.00 "
NIKL PM Equity,"H. E. BENNETT SECURITIES, INC."," 577,150.00 "
NIKL PM Equity,"I. ACKERMAN & CO., INC."," 20,581.00 "
NIKL PM Equity,"I. B. GIMENEZ SECURITIES, INC."," 34,200.00 "
NIKL PM Equity,"INVESTORS SECURITIES, INC,"," 4,323,123.00 "
NIKL PM Equity,"IMPERIAL, DE GUZMAN, ABALOS & CO., INC."," 627,150.00 "
NIKL PM Equity,"INTRA-INVEST SECURITIES, INC."," 3,879,497.00 "
NIKL PM Equity,VALUE QUEST SECURITIES CORPORATION," 3,778,100.00 "
NIKL PM Equity,STRATEGIC EQUITIES CORP.," 1,284,419.00 "
NIKL PM Equity,"LARRGO SECURITIES CO., INC."," 22,157,540.00 "
NIKL PM Equity,"LOPEZ, LOCSIN, LEDESMA & CO., INC."," 1,001,326.00 "
NIKL PM Equity,"LUCKY SECURITIES, INC."," 892,000.00 "
NIKL PM Equity,"LUYS SECURITIES COMPANY, INC."," 707,813.00 "
NIKL PM Equity,MANDARIN SECURITIES CORPORATION," 10,170,063.00 "
NIKL PM Equity,"COL Financial Group, Inc."," 106,998,202.00 "
NIKL PM Equity,"DA MARKET SECURITIES, INC."," 1,614,541.00 "
NIKL PM Equity,MERCANTILE SECURITIES CORP.," 502,330.00 "
NIKL PM Equity,"MERIDIAN SECURITIES, INC."," 12,909,470.00 "
NIKL PM Equity,"MDR SECURITIES, INC."," 865,923.00 "
NIKL PM Equity,"REGIS PARTNERS, INC."," 202,312.00 "
NIKL PM Equity,"MOUNT PEAK SECURITIES, INC."," 6,608.00 "
NIKL PM Equity,"NEW WORLD SECURITIES CO., INC."," 460,080.00 "
NIKL PM Equity,OPTIMUM SECURITIES CORPORATION," 1,154,160.00 "
NIKL PM Equity,"RCBC SECURITIES, INC."," 4,255,978.00 "
NIKL PM Equity,PAN ASIA SECURITIES CORP.," 3,146,843.00 "
NIKL PM Equity,PAPA SECURITIES CORPORATION," 3,713,251.00 "
NIKL PM Equity,"MAYBANK SECURITIES, INC."," 196,076,582.00 "
NIKL PM Equity,"PLATINUM SECURITIES, INC."," 791,610.00 "
NIKL PM Equity,"PNB SECURITIES, INC."," 3,062,242.00 "
NIKL PM Equity,"PREMIUM SECURITIES, INC."," 2,564,020.00 "
NIKL PM Equity,SALISBURY SECURITIES CORPORATION," 149,475.00 "
NIKL PM Equity,QUALITY INVESTMENTS & SECURITIES CORPORATION," 5,483,274.00 "
NIKL PM Equity,"R & L INVESTMENTS, INC."," 1,519.00 "
NIKL PM Equity,ALAKOR SECURITIES CORPORATION," 145,784.00 "
NIKL PM Equity,"R. COYIUTO SECURITIES, INC."," 6,720,514.00 "
NIKL PM Equity,REGINA CAPITAL DEVELOPMENT CORPORATION," 4,912,200.00 "
NIKL PM Equity,"R. NUBLA SECURITIES, INC."," 5,491,760.00 "
NIKL PM Equity,"AAA SOUTHEAST EQUITIES, INCORPORATED"," 1,779,960.00 "
NIKL PM Equity,"R. S. LIM & CO., INC."," 2,358,399.00 "
NIKL PM Equity,"RTG & COMPANY, INC."," 1,115,150.00 "
NIKL PM Equity,"S.J. ROXAS & CO., INC."," 256,700.00 "
NIKL PM Equity,"SECURITIES SPECIALISTS, INC."," 376,813.00 "
NIKL PM Equity,"FIDELITY SECURITIES, INC."," 662,650.00 "
NIKL PM Equity,"SUMMIT SECURITIES, INC."," 11,666,801.00 "
NIKL PM Equity,STANDARD SECURITIES CORPORATION," 1,544,900.00 "
NIKL PM Equity,"SUPREME STOCKBROKERS, INC"," 60,750.00 "
NIKL PM Equity,"TANSENGCO & CO., INC."," 5,436,479.00 "
NIKL PM Equity,THE FIRST RESOURCES MANAGEMENT & SECURITIES CORP.," 1,497,895.00 "
NIKL PM Equity,"TOWER SECURITIES, INC."," 28,852,398.00 "
NIKL PM Equity,APEX PHILIPPINES EQUITIES CORPORATION," 36,260.00 "
NIKL PM Equity,"DRAGONFI SECURITIES, INC."," 355,772.00 "
NIKL PM Equity,"LANDBANK SECURITIES, INC."," 5,520,586.00 "
NIKL PM Equity,"UOB KAY HIAN SECURITIES (PHILS.), INC."," 108,000.00 "
NIKL PM Equity,"VENTURE SECURITIES, INC."," 1,171,353.00 "
NIKL PM Equity,FIRST METRO SECURITIES BROKERAGE CORP.," 115,738,110.00 "
NIKL PM Equity,"WEALTH SECURITIES, INC."," 100,730,829.00 "
NIKL PM Equity,"WESTLINK GLOBAL EQUITIES, INC."," 723,000.00 "
NIKL PM Equity,"BERNAD SECURITIES, INC."," 377,750.00 "
NIKL PM Equity,WONG SECURITIES CORPORATION," 385,500.00 "
NIKL PM Equity,"YAO & ZIALCITA, INC."," 3,801,120.00 "
NIKL PM Equity,"YU & COMPANY, INC."," 2,315,111.00 "
NIKL PM Equity,BDO SECURITIES CORPORATION," 467,507,190.00 "
NIKL PM Equity,"EAGLE EQUITIES, INC."," 1,107,180.00 "
NIKL PM Equity,"GOLDEN TOWER SECURITIES & HOLDINGS, INC."," 1,487,388.00 "
NIKL PM Equity,"SOLAR SECURITIES, INC."," 8,809,427.00 "
NIKL PM Equity,"G.D. TAN & COMPANY, INC."," 2,973,390.00 "
NIKL PM Equity,"CLSA PHILIPPINES, INC.", 512.00 
NIKL PM Equity,"PHILIPPINE EQUITY PARTNERS, INC."," 4,168,855.00 "
NIKL PM Equity,UNICAPITAL SECURITIES INC.," 25,015,454.00 "
NIKL PM Equity,"SunSecurities, Inc."," 1,814,440.00 "
NIKL PM Equity,"COHERCO SECURITIES, INC."," 72,000.00 "
NIKL PM Equity,"ARMSTRONG SECURITIES, INC."," 7,200.00 "
NIKL PM Equity,"TIMSON SECURITIES, INC."," 1,334,150.00 "
NIKL PM Equity,STAR ALLIANCE SECURITIES CORP.," 1,146,200.00 "
NIKL PM Equity,VC SECURITIES CORPORATION," 35,565,170.00 "
NIKL PM Equity,CHINA BANKING CORPORATION - TRUST GROUP," 1,050,600.00 "
NIKL PM Equity,CITIBANK N.A.," 572,606,920.00 "
NIKL PM Equity,DEUTSCHE BANK MANILA-CLIENTS A/C," 68,810,469.00 "
NIKL PM Equity,THE HONGKONG & SHANGHAI BANKING CORP. LTD. -OWN ACCOUNT, 14.00 
NIKL PM Equity,BANCO DE ORO - TRUST BANKING GROUP," 9,568,030.00 "
NIKL PM Equity,BANK OF COMMERCE - TRUST SERVICES GROUP," 155,000.00 "
NIKL PM Equity,PNB TRUST BANKING GROUP," 1,606,200.00 "
NIKL PM Equity,RCBC TRUST CORPORATION," 677,000.00 "
NIKL PM Equity,DEUTSCHE BANK MANILA-CLIENTS A/C," 20,413,778.00 "
NIKL PM Equity,STANDARD CHARTERED BANK," 145,857,630.00 "
NIKL PM Equity,THE HONGKONG AND SHANGHAI BANKING CORP. LTD. -CLIENTS' ACCT.," 80,758,747.00 "
NIKL PM Equity,UNITED COCONUT PLANTERS LIFE ASSURANCE CORPORATION," 2,350,000.00 "
NIKL PM Equity,MBTC - TRUST BANKING GROUP," 13,254,400.00 "
NIKL PM Equity,SOCIAL SECURITY SYSTEM," 307,910,553.00 "
NIKL PM Equity,GOVERNMENT SERVICE INSURANCE SYSTEM," 344,450,090.00 "
NIKL PM Equity,DEUTSCHE BANK MANILA-CLIENTS A/C, 26.00 
NIKL PM Equity,THE HONGKONG AND SHANGHAI BANKING CORP. LTD. -CLIENTS' ACCT.," 1,684,300.00 "
NIKL PM Equity,THE HONGKONG & SHANGHAI BANKING CORP. LTD. -OWN ACCOUNT, 3.00 
NIKL PM Equity,LAND BANK OF THE PHILIPPINES-TRUST BANKING GROUP," 3,465,000.00 "
NIKL PM Equity,"UCPB GENERAL INSURANCE CO., INC."," 382,500.00 "
NIKL PM Equity,LBP-TBG THIRD PARTY CUSTODIANSHIP & REGISTRY DEPT," 8,488,700.00 "
NIKL PM Equity,COL Inv Mgt Inc as Investment Company Adviser for Various Mutual Funds," 195,800.00 "
NIKL PM Equity,NICKEL ASIA CORPORATION, 438.00 
AC PM Equity,UPCC SECURITIES CORP.," 6,131.00 "
AC PM Equity,"A & A SECURITIES, INC."," 729,603.00 "
AC PM Equity,ABACUS SECURITIES CORPORATION," 492,635.00 "
AC PM Equity,PHILSTOCKS FINANCIAL INC," 205,883.00 "
AC PM Equity,A. T. DE CASTRO SECURITIES CORP.," 82,964.00 "
AC PM Equity,ALL ASIA SECURITIES MANAGEMENT CORP., 123.00 
AC PM Equity,ALPHA SECURITIES CORP.," 29,059.00 "
AC PM Equity,"BA SECURITIES, INC."," 14,013.00 "
AC PM Equity,AP SECURITIES INCORPORATED," 126,938.00 "
AC PM Equity,"ANSALDO, GODINEZ & CO., INC."," 184,528.00 "
AC PM Equity,"AB CAPITAL SECURITIES, INC."," 351,765.00 "
AC PM Equity,"SARANGANI SECURITIES, INC."," 100,724.00 "
AC PM Equity,"SB EQUITIES, INC."," 1,411,618.00 "
AC PM Equity,ASIA PACIFIC CAPITAL EQUITIES & SECURITIES CORP., 588.00 
AC PM Equity,"ASIASEC EQUITIES, INC."," 805,620.00 "
AC PM Equity,ASTRA SECURITIES CORPORATION," 9,469.00 "
AC PM Equity,CHINA BANK SECURITIES CORPORATION," 324,228.00 "
AC PM Equity,"MACQUARIE CAPITAL SECURITIES (PHILIPPINES), INC.", 217.00 
AC PM Equity,"BELSON SECURITIES, INC."," 65,365.00 "
AC PM Equity,"BENJAMIN CO CA & CO., INC.", 23.00 
AC PM Equity,B. H. CHUA SECURITIES CORPORATION," 23,300.00 "
AC PM Equity,JAKA SECURITIES CORP.," 1,790.00 "
AC PM Equity,BPI SECURITIES CORPORATION," 35,100,741.00 "
AC PM Equity,"CAMPOS, LANUZA & COMPANY, INC."," 213,834.00 "
AC PM Equity,SINCERE SECURITIES CORPORATION, 305.00 
AC PM Equity,CENTURY SECURITIES CORPORATION," 3,001.00 "
AC PM Equity,"CTS GLOBAL EQUITY GROUP, INC."," 42,200.00 "
AC PM Equity,"LUNA SECURITIES, INC."," 1,430.00 "
AC PM Equity,TRITON SECURITIES CORP.," 64,767.00 "
AC PM Equity,"CONNELL SECURITIES, INC.", 3.00 
AC PM Equity,IGC SECURITIES INC.," 57,756.00 "
AC PM Equity,CUALOPING SECURITIES CORPORATION," 32,973.00 "
AC PM Equity,DAVID GO SECURITIES CORP.," 23,165.00 "
AC PM Equity,"DIVERSIFIED SECURITIES, INC."," 14,452.00 "
AC PM Equity,"E. CHUA CHIACO SECURITIES, INC."," 152,461.00 "
AC PM Equity,EQUITABLE SECURITIES (PHILS.) INC., 8.00 
AC PM Equity,EAST WEST CAPITAL CORPORATION," 28,177.00 "
AC PM Equity,EASTERN SECURITIES DEVELOPMENT CORPORATION," 108,529.00 "
AC PM Equity,"EQUITIWORLD SECURITIES, INC."," 3,138.00 "
AC PM Equity,"EVERGREEN STOCK BROKERAGE & SEC., INC."," 118,865.00 "
AC PM Equity,"FIRST ORIENT SECURITIES, INC."," 39,246.00 "
AC PM Equity,"FIRST INTEGRATED CAPITAL SECURITIES, INC."," 21,048.00 "
AC PM Equity,"F. YAP SECURITIES, INC."," 85,069.00 "
AC PM Equity,"AURORA SECURITIES, INC."," 34,771.00 "
AC PM Equity,"GLOBALINKS SECURITIES & STOCKS, INC."," 76,796.00 "
AC PM Equity,"JSG SECURITIES, INC."," 10,601.00 "
AC PM Equity,"GOLDSTAR SECURITIES, INC."," 55,176.00 "
AC PM Equity,"GUILD SECURITIES, INC."," 58,687.00 "
AC PM Equity,"HDI SECURITIES, INC."," 16,325.00 "
AC PM Equity,"H. E. BENNETT SECURITIES, INC."," 29,302.00 "
AC PM Equity,"HK SECURITIES, INC.", 8.00 
AC PM Equity,"I. ACKERMAN & CO., INC."," 4,876.00 "
AC PM Equity,"I. B. GIMENEZ SECURITIES, INC."," 5,634.00 "
AC PM Equity,"INVESTORS SECURITIES, INC."," 192,228.00 "
AC PM Equity,"IMPERIAL, DE GUZMAN, ABALOS & CO., INC."," 97,208.00 "
AC PM Equity,"INTRA-INVEST SECURITIES, INC."," 55,825.00 "
AC PM Equity,"ASIAN CAPITAL EQUITIES, INC.", 201.00 
AC PM Equity,VALUE QUEST SECURITIES CORPORATION," 69,580.00 "
AC PM Equity,STRATEGIC EQUITIES CORP.," 54,564.00 "
AC PM Equity,"LARRGO SECURITIES CO., INC."," 3,768.00 "
AC PM Equity,"LIPPO SECURITIES, INC.", 2.00 
AC PM Equity,"LITONJUA SECURITIES, INC."," 2,700.00 "
AC PM Equity,"LOPEZ, LOCSIN, LEDESMA & CO., INC."," 26,072.00 "
AC PM Equity,"LUCKY SECURITIES, INC."," 127,702.00 "
AC PM Equity,"LUYS SECURITIES COMPANY, INC.", 803.00 
AC PM Equity,MANDARIN SECURITIES CORPORATION," 72,927.00 "
AC PM Equity,"MARIAN SECURITIES, INC."," 11,001.00 "
AC PM Equity,MARINO OLONDRIZ Y CIA," 1,061.00 "
AC PM Equity,"COL Financial Group, Inc."," 4,428,947.00 "
AC PM Equity,"DA MARKET SECURITIES, INC."," 36,658.00 "
AC PM Equity,MERCANTILE SECURITIES CORP.," 62,977.00 "
AC PM Equity,"MERIDIAN SECURITIES, INC."," 8,169.00 "
AC PM Equity,"MDR SECURITIES, INC."," 16,029.00 "
AC PM Equity,"REGIS PARTNERS, INC."," 551,967.00 "
AC PM Equity,"MOUNT PEAK SECURITIES, INC.", 12.00 
AC PM Equity,"NEW WORLD SECURITIES CO., INC."," 1,302.00 "
AC PM Equity,OPTIMUM SECURITIES CORPORATION," 24,913.00 "
AC PM Equity,"RCBC SECURITIES, INC."," 334,062.00 "
AC PM Equity,PAN ASIA SECURITIES CORP.," 20,538.00 "
AC PM Equity,PAPA SECURITIES CORPORATION," 488,649.00 "
AC PM Equity,"MAYBANK SECURITIES, INC."," 369,555.00 "
AC PM Equity,"PLATINUM SECURITIES, INC."," 357,684.00 "
AC PM Equity,"NB SECURITIES, INC."," 51,686.00 "
AC PM Equity,"PREMIUM SECURITIES, INC."," 21,653.00 "
AC PM Equity,"PRYCE SECURITIES, INC.", 749.00 
AC PM Equity,SALISBURY SECURITIES CORPORATION," 16,781.00 "
AC PM Equity,QUALITY INVESTMENTS & SECURITIES CORPORATION," 180,109.00 "
AC PM Equity,"R & L INVESTMENTS, INC.", 93.00 
AC PM Equity,ALAKOR SECURITIES CORPORATION," 1,461.00 "
AC PM Equity,"R. COYIUTO SECURITIES, INC."," 179,526.00 "
AC PM Equity,REGINA CAPITAL DEVELOPMENT CORPORATION," 226,524.00 "
AC PM Equity,"R. NUBLA SECURITIES, INC."," 337,741.00 "
AC PM Equity,"AAA SOUTHEAST EQUITIES, INCORPORATED"," 77,184.00 "
AC PM Equity,"R. S. LIM & CO., INC."," 118,069.00 "
AC PM Equity,"RTG & COMPANY, INC."," 34,528.00 "
AC PM Equity,"S.J. ROXAS & CO., INC."," 52,005.00 "
AC PM Equity,"SECURITIES SPECIALISTS, INC."," 31,490.00 "
AC PM Equity,"FIDELITY SECURITIES, INC."," 7,322.00 "
AC PM Equity,"SUMMIT SECURITIES, INC."," 121,140.00 "
AC PM Equity,STANDARD SECURITIES CORPORATION," 142,050.00 "
AC PM Equity,"SUPREME STOCKBROKERS, INC"," 3,308.00 "
AC PM Equity,"TANSENGCO & CO., INC."," 42,617.00 "
AC PM Equity,THE FIRST RESOURCES MANAGEMENT & SECURITIES CORP.," 80,061.00 "
AC PM Equity,"TOWER SECURITIES, INC."," 117,175.00 "
AC PM Equity,APEX PHILIPPINES EQUITIES CORPORATION," 1,400.00 "
AC PM Equity,TRENDLINE SECURITIES CORPORATION, 134.00 
AC PM Equity,"DRAGONFI SECURITIES, INC."," 9,351.00 "
AC PM Equity,"LANDBANK SECURITIES, INC."," 124,938.00 "
AC PM Equity,"UOB KAY HIAN SECURITIES (PHILS.), INC."," 3,490.00 "
AC PM Equity,"E.SECURITIES, INC.", 693.00 
AC PM Equity,"VENTURE SECURITIES, INC."," 4,194.00 "
AC PM Equity,FIRST METRO SECURITIES BROKERAGE CORP.," 1,840,081.00 "
AC PM Equity,"WEALTH SECURITIES, INC."," 1,804,290.00 "
AC PM Equity,"WESTLINK GLOBAL EQUITIES, INC."," 5,095.00 "
AC PM Equity,"BERNAD SECURITIES, INC."," 57,915.00 "
AC PM Equity,WONG SECURITIES CORPORATION, 634.00 
AC PM Equity,"YAO & ZIALCITA, INC."," 76,770.00 "
AC PM Equity,"YU & COMPANY, INC."," 174,510.00 "
AC PM Equity,BDO SECURITIES CORPORATION," 2,127,996.00 "
AC PM Equity,"EAGLE EQUITIES, INC."," 7,736.00 "
AC PM Equity,"GOLDEN TOWER SECURITIES & HOLDINGS, INC."," 10,596.00 "
AC PM Equity,"SOLAR SECURITIES, INC."," 99,543.00 "
AC PM Equity,"G.D. TAN & COMPANY, INC."," 12,899.00 "
AC PM Equity,"CLSA PHILIPPINES, INC."," 95,390.00 "
AC PM Equity,"PHILIPPINE EQUITY PARTNERS, INC."," 186,618.00 "
AC PM Equity,UNICAPITAL SECURITIES INC.," 308,323.00 "
AC PM Equity,"SunSecurities, Inc."," 165,110.00 "
AC PM Equity,"COHERCO SECURITIES, INC.", 510.00 
AC PM Equity,"ARMSTRONG SECURITIES, INC."," 1,016.00 "
AC PM Equity,"TIMSON SECURITIES, INC."," 17,217.00 "
AC PM Equity,STAR ALLIANCE SECURITIES CORP.," 65,990.00 "
AC PM Equity,VC SECURITIES CORPORATION," 17,470.00 "
AC PM Equity,CHINA BANKING CORPORATION - TRUST GROUP," 513,619.00 "
AC PM Equity,CITIBANK N.A.," 48,915,314.00 "
AC PM Equity,DEUTSCHE BANK MANILA-CLIENTS A/C," 10,864,825.00 "
AC PM Equity,THE HONGKONG & SHANGHAI BANKING CORP. LTD. -OWN ACCOUNT," 6,158.00 "
AC PM Equity,BANCO DE ORO - TRUST BANKING GROUP," 8,866,306.00 "
AC PM Equity,BANK OF COMMERCE - TRUST SERVICES GROUP," 28,322.00 "
AC PM Equity,PNB TRUST BANKING GROUP," 502,076.00 "
AC PM Equity,RCBC TRUST CORPORATION," 485,362.00 "
AC PM Equity,RCBC TRUST CORPORATION," 221,551.00 "
AC PM Equity,DEUTSCHE BANK MANILA-CLIENTS A/C," 25,166,095.00 "
AC PM Equity,STANDARD CHARTERED BANK," 38,375,698.00 "
AC PM Equity,THE HONGKONG AND SHANGHAI BANKING CORP. LTD. -CLIENTS' ACCT.," 56,789,473.00 "
AC PM Equity,UNITED COCONUT PLANTERS LIFE ASSURANCE CORPORATION," 768,780.00 "
AC PM Equity,ASIA UNITED BANK - TRUST & INVESTMENT GROUP," 66,480.00 "
AC PM Equity,MBTC - TRUST BANKING GROUP," 2,843,442.00 "
AC PM Equity,SOCIAL SECURITY SYSTEM," 4,868,211.00 "
AC PM Equity,GOVERNMENT SERVICE INSURANCE SYSTEM," 16,469,319.00 "
AC PM Equity,AB CAPITAL & INVESTMENT CORP. - TRUST & INVESTMENT DIV.," 13,731.00 "
AC PM Equity,BDO-TIG SECURITIES SERVICES," 32,130.00 "
AC PM Equity,"COCOPLANS, INC."," 1,500.00 "
AC PM Equity,DEUTSCHE BANK MANILA-CLIENTS A/C, 2.00 
AC PM Equity,THE HONGKONG AND SHANGHAI BANKING CORP. LTD. -CLIENTS' ACCT.," 6,409,431.00 "
AC PM Equity,THE HONGKONG & SHANGHAI BANKING CORP. LTD. -OWN ACCOUNT, 9.00 
AC PM Equity,LAND BANK OF THE PHILIPPINES-TRUST BANKING GROUP," 89,760.00 "
AC PM Equity,"UCPB GENERAL INSURANCE CO., INC."," 22,640.00 "
AC PM Equity,LBP-TBG THIRD PARTY CUSTODIANSHIP & REGISTRY DEPT," 714,200.00 "
AC PM Equity,"UNITED FUND, INC."," 129,630.00 "
AC PM Equity,EASTWEST BANKING CORPORATION - TRUST DIVISION," 4,640.00 "
AC PM Equity,SSS PROVIDENT FUND," 134,120.00 "
AC PM Equity,COL Inv Mgt Inc as Investment Company Adviser for Various Mutual Funds," 35,947.00 "
AC PM Equity,AYALA CORPORATION," 1,589.00 "
AC PM Equity,DEVELOPMENT BANK OF THE PHILIPPINES," 2,960.00 "
AC PM Equity,"SEEDBOX SECURITIES, INC."," 10,480.00 "
ICT PM Equity,PCC SECURITIES CORP. ," 11,979.00 "
ICT PM Equity,"A & A SECURITIES, INC. "," 1,482,323.00 "
ICT PM Equity,ABACUS SECURITIES CORPORATION ," 111,537.00 "
ICT PM Equity,PHILSTOCKS FINANCIAL INC ," 131,845.00 "
ICT PM Equity,A. T. DE CASTRO SECURITIES CORP. ," 81,567.00 "
ICT PM Equity,ALL ASIA SECURITIES MANAGEMENT CORP. ," 2,803.00 "
ICT PM Equity,ALPHA SECURITIES CORP. ," 42,485.00 "
ICT PM Equity,"BA SECURITIES, INC. "," 46,936.00 "
ICT PM Equity,AP SECURITIES INCORPORATED ," 285,430.00 "
ICT PM Equity,"ANSALDO, GODINEZ & CO., INC. "," 107,409.00 "
ICT PM Equity,"AB CAPITAL SECURITIES, INC. "," 493,055,127.00 "
ICT PM Equity,"SARANGANI SECURITIES, INC. "," 19,590.00 "
ICT PM Equity,"SB EQUITIES,INC. "," 3,799,085.00 "
ICT PM Equity,ASIA PACIFIC CAPITAL EQUITIES & SECURITIES CORP. ," 16,701.00 "
ICT PM Equity,"ASIASEC EQUITIES, INC. "," 154,321.00 "
ICT PM Equity,ASTRA SECURITIES CORPORATION ," 14,149.00 "
ICT PM Equity,CHINA BANK SECURITIES CORPORATION ," 385,348.00 "
ICT PM Equity,"BELSON SECURITIES, INC. "," 152,201.00 "
ICT PM Equity,"BENJAMIN CO CA & CO., INC. "," 1,716.00 "
ICT PM Equity,B. H. CHUA SECURITIES CORPORATION ," 14,764.00 "
ICT PM Equity,JAKA SECURITIES CORP. ," 3,699.00 "
ICT PM Equity,BPI SECURITIES CORPORATION ," 2,261,248.00 "
ICT PM Equity,"CAMPOS, LANUZA & COMPANY, INC. "," 113,236.00 "
ICT PM Equity,SINCERE SECURITIES CORPORATION , 720.00 
ICT PM Equity,CENTURY SECURITIES CORPORATION ," 232,437.00 "
ICT PM Equity,"CTS GLOBAL EQUITY GROUP, INC. "," 433,779.00 "
ICT PM Equity,"LUNA SECURITIES, INC. "," 1,681.00 "
ICT PM Equity,TRITON SECURITIES CORP. ," 75,955.00 "
ICT PM Equity,IGC SECURITIES INC. ," 761,084.00 "
ICT PM Equity,CUALOPING SECURITIES CORPORATION ," 4,991.00 "
ICT PM Equity,DAVID GO SECURITIES CORP. ," 78,856.00 "
ICT PM Equity,"DIVERSIFIED SECURITIES, INC. "," 5,177.00 "
ICT PM Equity,"E. CHUA CHIACO SECURITIES, INC. "," 240,273.00 "
ICT PM Equity,EQUITABLE SECURIITES (PHILS.) INC. ," 2,722.00 "
ICT PM Equity,EAST WEST CAPITAL CORPORATION , 400.00 
ICT PM Equity,EASTERN SECURITIES DEVELOPMENT CORPORATION ," 44,757.00 "
ICT PM Equity,"EQUITIWORLD SECURITIES, INC. ", 593.00 
ICT PM Equity,"EVERGREEN STOCK BROKERAGE & SEC., INC. "," 41,798.00 "
ICT PM Equity,"FIRST ORIENT SECURITIES, INC. "," 39,530.00 "
ICT PM Equity,"FIRST INTEGRATED CAPITAL SECURITIES, INC. "," 155,382.00 "
ICT PM Equity,"F. YAP SECURITIES, INC. "," 15,979.00 "
ICT PM Equity,"AURORA SECURITIES, INC. "," 1,494.00 "
ICT PM Equity,"GLOBALINKS SECURITIES & STOCKS, INC. "," 110,683.00 "
ICT PM Equity,"JSG SECURITIES, INC. ", 90.00 
ICT PM Equity,"GOLDSTAR SECURITIES, INC. ", 20.00 
ICT PM Equity,"GUILD SECURITIES, INC. "," 11,673.00 "
ICT PM Equity,"HDI SECURITIES, INC. "," 12,835.00 "
ICT PM Equity,"H. E. BENNETT SECURITIES, INC. "," 25,053.00 "
ICT PM Equity,"HK SECURITIES, INC. ", 68.00 
ICT PM Equity,"I. ACKERMAN & CO., INC. "," 10,223.00 "
ICT PM Equity,"I. B. GIMENEZ SECURITIES, INC. "," 26,501.00 "
ICT PM Equity,"INVESTORS SECURITIES, INC, "," 144,375.00 "
ICT PM Equity,"IMPERIAL,DE GUZMAN,ABALOS & CO.,INC. "," 41,592.00 "
ICT PM Equity,"INTRA-INVEST SECURITIES, INC. "," 80,579.00 "
ICT PM Equity,"ASIAN CAPITAL EQUITIES, INC. "," 4,739.00 "
ICT PM Equity,VALUE QUEST SECURITIES CORPORATION ," 56,500.00 "
ICT PM Equity,STRATEGIC EQUITIES CORP. ," 184,100.00 "
ICT PM Equity,"LARRGO SECURITIES CO., INC. "," 4,622.00 "
ICT PM Equity,"LIPPO SECURITIES, INC. ", 67.00 
ICT PM Equity,"LITONJUA SECURITIES, INC. "," 10,200.00 "
ICT PM Equity,"LOPEZ, LOCSIN, LEDESMA & CO., INC. "," 61,340.00 "
ICT PM Equity,"LUCKY SECURITIES, INC. "," 118,437.00 "
ICT PM Equity,"LUYS SECURITIES COMPANY, INC. "," 2,514.00 "
ICT PM Equity,MANDARIN SECURITIES CORPORATION ," 110,154.00 "
ICT PM Equity,MARINO OLONDRIZ Y CIA ," 4,656.00 "
ICT PM Equity,"COL Financial Group, Inc. "," 3,781,051.00 "
ICT PM Equity,"DA MARKET SECURITIES, INC. "," 83,705.00 "
ICT PM Equity,MERCANTILE SECURITIES CORP. ," 45,877.00 "
ICT PM Equity,"MERIDIAN SECURITIES, INC. "," 9,846.00 "
ICT PM Equity,"MDR SECURITIES, INC. "," 47,411.00 "
ICT PM Equity,"REGIS PARTNERS, INC. "," 3,584,622.00 "
ICT PM Equity,"MOUNT PEAK SECURITIES, INC. ", 12.00 
ICT PM Equity,"NEW WORLD SECURITIES CO., INC. ", 21.00 
ICT PM Equity,OPTIMUM SECURITIES CORPORATION ," 51,597.00 "
ICT PM Equity,"RCBC SECURITIES, INC. "," 323,860.00 "
ICT PM Equity,PAN ASIA SECURITIES CORP. ," 5,100.00 "
ICT PM Equity,PAPA SECURITIES CORPORATION ," 2,519,657.00 "
ICT PM Equity,"MAYBANK SECURITIES, INC. "," 735,432.00 "
ICT PM Equity,"PLATINUM SECURITIES, INC. "," 16,930.00 "
ICT PM Equity,"PNB SECURITIES, INC. "," 80,468.00 "
ICT PM Equity,"PREMIUM SECURITIES, INC. "," 42,099.00 "
ICT PM Equity,"PRYCE SECURITIES, INC. ", 4.00 
ICT PM Equity,SALISBURY SECURITIES CORPORATION ," 40,050.00 "
ICT PM Equity,QUALITY INVESTMENTS & SECURITIES CORPORATION ," 132,038.00 "
ICT PM Equity,"R & L INVESTMENTS, INC. ", 494.00 
ICT PM Equity,ALAKOR SECURITIES CORPORATION , 630.00 
ICT PM Equity,"R. COYIUTO SECURITIES, INC. "," 207,116.00 "
ICT PM Equity,REGINA CAPITAL DEVELOPMENT CORPORATION ," 92,101.00 "
ICT PM Equity,"R. NUBLA SECURITIES, INC. "," 200,162.00 "
ICT PM Equity,"AAA SOUTHEAST EQUITIES, INCORPORATED "," 29,695.00 "
ICT PM Equity,"R. S. LIM & CO., INC. "," 184,511.00 "
ICT PM Equity,"RTG & COMPANY, INC. "," 538,858.00 "
ICT PM Equity,"S.J. ROXAS & CO., INC. "," 62,642.00 "
ICT PM Equity,"SECURITIES SPECIALISTS, INC. "," 24,111.00 "
ICT PM Equity,"FIDELITY SECURITIES, INC. ", 82.00 
